evidence_id,source,domain,url,title,observed_evidence,classified_model,functional_clarity_1_5,minimalism_1_5,mobile_1_5,reduced_motion_1_5,cms_resilience_1_5,motion_cost_1_5,smyc_fit_1_5,verdict,evidence_confidence,decision_rationale,access_limitation,cohort
344,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-559/,Weekly Designers Update #559 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #559 | 🔥 Must-See Design Picks | HERO STUDIOS | Rembrandt Oil Paints — Sylvan Hillebrand",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
345,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-560/,Weekly Designers Update #560 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #560 | 🔥 Must-See Design Picks | The Lacoste Polo Atelier Experience | Voyeur Verite // Website",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
346,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-561/,Weekly Designers Update #561 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #561 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | Obys Experiment Space",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
347,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-563/,Weekly Designers Update #563 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #563 | 🔥 Must-See Design Picks | Serotoninn Ecommerce Website // Case Study_Vol.1.0 | Le Mans Classic",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
348,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-564/,Weekly Designers Update #564 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #564 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | Rams System Icons",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
349,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-565/,Weekly Designers Update #565 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #565 | Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. | 🔥 Must-See Design Picks | Learn how to use Framer AI Agents to design,",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
350,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-566/,Weekly Designers Update #566 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products. / 관찰 소제목: Weekly Designers Update #566 | 🔥 Must-See Design Picks | House Of Yellow | HOY | Raphael Segerman | Creative Developer",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
351,muz.li,muz.li,https://muz.li/blog/weekly-designers-update-567/,Weekly Designers Update #567 | Muzli Blog,"메타: Your weekly dose of design inspiration, featuring the hottest projects, must-have tools, and game-changing products / 관찰 소제목: Weekly Designers Update #567 | 🔥 Must-See Design Picks | Brik: Your vision, built to move | Illoca",excluded,1,2,1,1,1,5,1,배제,중간,공연 템플릿의 선택·비교보다 장식 모션 또는 다른 제품 목적이 앞서 이번 캐러셀의 직접 근거로 채택하지 않음.,,sources-b
352,onepagelove.com,onepagelove.com,https://onepagelove.com/101-genai,101 GenAI — One Page Website Award,"메타: Quality animated infographics throughout this this One Pager (built with Webflow) for 101 GenAI. / 관찰 소제목: 101 GenAI | Similar One Page Websites | Framer - Build better sites, faster | Mainline Next.js Next.js Template built with Tailwind CSS",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
353,onepagelove.com,onepagelove.com,https://onepagelove.com/generative-ai-trends-2026,2026 Generative AI Trends — One Page Website Award,"메타: Annual report One Pager (built with Webflow) sharing the results for Typeform’s 2026 AI in marketing data report. / 관찰 소제목: 2026 Generative AI Trends | Similar One Page Websites | Framer - Build better sites, faster | Shopify Editions – Spring 2026",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
354,onepagelove.com,onepagelove.com,https://onepagelove.com/anidachi,Anidachi — One Page Website Award,"메타: Colorful launching soon page taking waitlist interest for Anidachi – a digital companion device designed to clip to bags, launching in late 2026. / 관찰 소제목: Anidachi | Similar One Page Websites | Framer - Build better sites, faster | Mainline Next.js Next.js Template built with Tailwind CSS",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
355,onepagelove.com,onepagelove.com,https://onepagelove.com/billow,Billow — One Page Website Award,"메타: Great breathing room and overall design throughout this One Pager (built with Framer) taking waitlist requests for Billow. / 관찰 소제목: Billow | Similar One Page Websites | Framer - Build better sites, faster | Housemait",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
356,onepagelove.com,onepagelove.com,https://onepagelove.com/canopy,Canopy — One Page Website Award,"메타: One Pager for Canopy – a SEO writing tool built for Squarespace. Great to see strong demo examples and tools that all load within the same page experience. / 관찰 소제목: Canopy | Similar One Page Websites | Framer - Build better sites, faster | Housemait",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
357,onepagelove.com,onepagelove.com,https://onepagelove.com/cibby,Cibby — One Page Website Award,"메타: Launching soon page for Cibby – an app that lets users preserve and explore their physical game collections. What a first impression with the interactive moving covers and the teas / 관찰 소제목: Cibby | Similar One Page Websites | Framer - Build better sites, faster | Housemait",center-only,4,5,4,4,4,2,4,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
358,onepagelove.com,onepagelove.com,https://onepagelove.com/compile,Cursor Compile — One Page Website Award,"메타: Fun interactive hero shapes forming ‘Compile’ – Cursor’s invite-only conference happening 16 June 2026. Neat touch with the lined halftone speaker portraits, almost resembling guil / 관찰 소제목: Cursor Compile | Similar One Page Websites | Framer - Build better sites, faster | Rendez-vous Francéclat",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
359,onepagelove.com,onepagelove.com,https://onepagelove.com/heaven-in-color,Heaven in Color — One Page Website Award,"메타: Fascinating single-serving One Pager for Heaven in Color, turning San Francisco sky colors captured every 30 minutes into one beautiful collage. / 관찰 소제목: Heaven in Color | Similar One Page Websites | Framer - Build better sites, faster | Sky Clock",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
360,onepagelove.com,onepagelove.com,https://onepagelove.com/hire-webflow,Hire Webflow help - One Page Love,"메타: A curated list of skilled Webflow freelancers and agencies, each with work featured on One Page Love. / 관찰 소제목: Hire Webflow help",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
361,onepagelove.com,onepagelove.com,https://onepagelove.com/kevin,Kevin — One Page Website Award,"메타: Clean One Pager for a new AI-powered mockup scene tool called Kevin. / 관찰 소제목: Kevin | Similar One Page Websites | Framer - Build better sites, faster | Housemait",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
362,onepagelove.com,onepagelove.com,https://onepagelove.com/madie,Madie — One Page Website Award,"메타: Charming One Pager for Madie – a new madeleine and coffee shop in Madrid, Spain. Make sure you check out the overlay navigation transition, slick. / 관찰 소제목: Madie | Similar One Page Websites | Framer - Build better sites, faster | 11 Bar",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
363,onepagelove.com,onepagelove.com,https://onepagelove.com/magma,Magma — One Page Website Award,"메타: Dark-schemed launching soon page (built with Webflow) for Magma, a service to help companies build sovereign, expert-trained AI agents and automation. / 관찰 소제목: Magma | Similar One Page Websites | Framer - Build better sites, faster | Mainline Next.js Next.js Template built with Tailwind CSS",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
364,onepagelove.com,onepagelove.com,https://onepagelove.com/mat,Mat — One Page Website Award,"메타: One Pager (built with Framer) for Mat – an iOS app that lets users create custom home screen layouts by arranging photo cutouts on personalized digital mats. / 관찰 소제목: Mat | Similar One Page Websites | Framer - Build better sites, faster | Housemait",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
365,onepagelove.com,onepagelove.com,https://onepagelove.com/medium-rare,Medium Rare — One Page Website Award,"메타: Fun, interactive elements in this One Pager showcasing the work and experiments from the Medium Rare duo. / 관찰 소제목: Medium Rare | Similar One Page Websites | Framer - Build better sites, faster | Sky Clock",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
366,onepagelove.com,onepagelove.com,https://onepagelove.com/wordpress-themes,One Page WordPress Themes,"메타: Browse 40 curated one page wordpress themes. Each reviewed with a live demo and full-page screenshots. / 관찰 소제목: Crafto Music WordPress Theme | Crafto Freelancer WordPress Theme | Framer - Build better sites, faster | Crafto Product WordPress Theme",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
367,onepagelove.com,onepagelove.com,https://onepagelove.com/onlook-cam,Onlook — One Page Website Award,"메타: Beautifully designed One Pager for Onlook, an app to view Ring camera feeds directly from your macOS menu bar. Always been a huge fan of in-page demos, where you can see exactly ho / 관찰 소제목: Onlook | Similar One Page Websites | Framer - Build better sites, faster | Housemait",center-only,5,5,5,5,5,1,5,검토 근거,중간,한 항목에만 시선을 집중시켜 가장 미니멀하고 직관적이며 긴 CMS 문구나 다양한 포스터 비율에도 안전함.,,sources-b
